timestamp,session_id,agent_id,backend,model,path,stream,input_tokens,output_tokens,cache_read_input_tokens,cache_creation_input_tokens,stop_reason,request_bytes,response_bytes,ttfb_ms,duration_ms,error_status,error_code,error_message,router_version,request_ref,response_ref,queue_ms,store_ms,queue_bytes,request_dict_id
2026-08-25T10:33:52.890+00:00,,,anthropic,,/api/hello,,,,,,,0,0,,302,ok,,,0.1.0,req-01,resp-01,0,3,0,9dd33823
2026-08-25T10:33:53.701+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,false,,,,,,311,114,511,512,http_error,429,rate_limit_error: Error,0.1.0,req-273,resp-321,0,1,425,9dd33823
2026-08-25T10:35:55.195+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,131,0,63624,tool_use,177949,5206,1549,2957,ok,,,0.1.0,req-274,resp-322,0,4,183155,9dd33823
2026-08-25T10:35:55.200+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,734,19,0,0,end_turn,2266,1634,1717,3012,ok,,,0.1.0,req-275,resp-323,0,1,3900,9dd33823
2026-08-25T10:35:58.895+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,103,63624,2822,end_turn,185807,2628,2023,3646,ok,,,0.1.0,req-276,resp-324,0,2,188435,9dd33823
2026-08-25T10:36:02.551+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,504,12,66446,103,end_turn,187638,1628,1136,1851,ok,,,0.1.0,req-277,resp-325,0,2,189266,9dd33823
2026-08-25T10:36:34.332+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,600,66549,57,tool_use,186405,10522,1515,8482,ok,,,0.1.0,req-278,resp-326,0,2,196927,9dd33823
2026-08-25T10:36:52.682+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,146,66606,595,tool_use,188798,4986,1503,3027,ok,,,0.1.0,req-279,resp-327,0,3,193784,9dd33823
2026-08-25T10:36:55.721+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,198,67201,176,tool_use,189774,6163,1309,3292,ok,,,0.1.0,req-280,resp-328,0,2,195937,9dd33823
2026-08-25T10:37:07.620+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,85,67377,215,tool_use,190971,3599,1293,1850,ok,,,0.1.0,req-281,resp-329,0,3,194570,9dd33823
2026-08-25T10:37:09.482+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,1142,67592,603,tool_use,192429,13047,1057,18183,ok,,,0.1.0,req-282,resp-330,4,8,205476,9dd33823
2026-08-25T10:37:27.734+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,1,120,68195,1639,tool_use,198803,4322,1649,2426,ok,,,0.1.0,req-283,resp-331,0,3,203125,9dd33823
2026-08-25T10:37:30.190+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,1299,69834,1347,end_turn,202825,9319,1318,19705,ok,,,0.1.0,req-284,resp-332,1,11,212144,9dd33823
2026-08-25T10:40:35.727+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,531,71181,1306,tool_use,207801,9451,1364,7187,ok,,,0.1.0,req-285,resp-333,0,6,217252,9dd33823
2026-08-25T10:40:42.921+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,668,72487,615,tool_use,210265,10219,1333,10401,ok,,,0.1.0,req-286,resp-334,0,3,220484,9dd33823
2026-08-25T10:41:50.160+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,2269,73102,705,end_turn,213233,13814,1529,32845,ok,,,0.1.0,req-287,resp-335,0,3,227047,9dd33823
2026-08-25T10:42:23.051+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,504,5,73807,2269,end_turn,222518,1607,1497,2178,ok,,,0.1.0,req-288,resp-336,0,7,224125,9dd33823
2026-08-25T10:44:20.001+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,2094,76076,36,tool_use,221237,15370,1458,30789,ok,,,0.1.0,req-289,resp-337,1,7,236607,9dd33823
2026-08-25T10:44:50.852+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,1898,76112,2154,end_turn,229912,12546,1140,26819,ok,,,0.1.0,req-290,resp-338,0,16,242458,9dd33823
2026-08-25T10:45:17.681+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,504,5,78266,1898,end_turn,238518,1614,1589,2246,ok,,,0.1.0,req-291,resp-339,0,5,240132,9dd33823
2026-08-25T10:45:47.930+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,309,80164,5,tool_use,237116,5751,1353,4945,ok,,,0.1.0,req-292,resp-340,0,3,242867,9dd33823
2026-08-25T10:45:55.135+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,1,211,80169,474,tool_use,239322,5511,1754,4478,ok,,,0.1.0,req-293,resp-341,0,4,244833,9dd33823
2026-08-25T10:46:01.143+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,402,80643,248,end_turn,240597,4773,1173,7537,ok,,,0.1.0,req-294,resp-342,0,3,245370,9dd33823
2026-08-25T10:46:08.687+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,504,7,80891,402,end_turn,243837,1613,1037,1710,ok,,,0.1.0,req-295,resp-343,0,8,245450,9dd33823
2026-08-25T10:46:18.641+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,1774,81293,4,tool_use,242426,14102,1320,27434,ok,,,0.1.0,req-296,resp-344,0,3,256528,9dd33823
2026-08-25T10:46:46.092+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,535,81297,1824,end_turn,249952,4702,1254,10244,ok,,,0.1.0,req-297,resp-345,0,4,254654,9dd33823
2026-08-25T10:46:56.381+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,504,3,83121,535,end_turn,253099,1464,1065,1744,ok,,,0.1.0,req-298,resp-346,0,4,254563,9dd33823
2026-08-25T10:47:28.698+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,1059,83656,28,end_turn,251771,8690,1265,18026,ok,,,0.1.0,req-299,resp-347,0,4,260461,9dd33823
2026-08-25T10:47:46.732+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,504,17,83684,1059,end_turn,257785,1657,1226,1999,ok,,,0.1.0,req-300,resp-348,0,4,259442,9dd33823
2026-08-25T10:48:47.645+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,2496,84743,22,tool_use,256412,18125,1333,37733,ok,,,0.1.0,req-301,resp-349,0,5,274537,9dd33823
2026-08-25T10:49:41.061+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,100,84765,2509,tool_use,266426,4435,1303,2352,ok,,,0.1.0,req-302,resp-350,0,3,270861,9dd33823
2026-08-25T10:49:47.295+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,335,87274,115,end_turn,266830,3488,1093,6355,ok,,,0.1.0,req-303,resp-351,0,3,270318,9dd33823
2026-08-25T10:49:53.656+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,504,7,87389,335,end_turn,269398,1628,1038,1815,ok,,,0.1.0,req-304,resp-352,0,8,271026,9dd33823
2026-08-25T10:49:56.643+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,1,3369,87724,134,end_turn,268440,18704,1031,43593,ok,,,0.1.0,req-305,resp-353,0,9,287144,9dd33823
2026-08-25T10:50:40.297+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,504,7,87858,3368,end_turn,281199,1610,1229,1978,ok,,,0.1.0,req-306,resp-354,0,9,282809,9dd33823
2026-08-25T10:53:16.181+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,3981,91226,59,tool_use,279997,21931,1303,44860,ok,,,0.1.0,req-307,resp-355,0,8,301928,9dd33823
2026-08-25T10:54:01.091+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,999,91285,4582,tool_use,294561,46062,1359,8871,ok,,,0.1.0,req-308,resp-356,0,3,340623,9dd33823
2026-08-25T10:54:16.553+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,145,95867,1076,tool_use,297106,5305,1291,2381,ok,,,0.1.0,req-309,resp-357,0,4,302411,9dd33823
2026-08-25T10:54:19.065+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,1356,96943,155,end_turn,297570,9361,1172,19636,ok,,,0.1.0,req-310,resp-358,0,5,306931,9dd33823
2026-08-25T10:54:38.762+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,504,6,97098,1356,end_turn,303827,1622,1503,2137,ok,,,0.1.0,req-311,resp-359,0,8,305449,9dd33823
2026-08-25T10:57:06.945+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,133,98454,51,tool_use,302587,5696,1289,2740,ok,,,0.1.0,req-312,resp-360,0,7,308283,9dd33823
2026-08-25T10:57:09.723+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,94,98505,285,tool_use,303659,4279,1373,1990,ok,,,0.1.0,req-313,resp-361,0,4,307938,9dd33823
2026-08-25T10:57:11.732+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,4985,98790,378,tool_use,304600,68972,1365,55719,ok,,,0.1.0,req-314,resp-362,0,4,373572,9dd33823
2026-08-25T10:58:07.512+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,147,99168,5062,tool_use,320151,6124,1568,2709,ok,,,0.1.0,req-315,resp-363,0,4,326275,9dd33823
2026-08-25T10:58:10.319+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,2288,104230,157,end_turn,320622,13068,1295,29590,ok,,,0.1.0,req-316,resp-364,0,4,333690,9dd33823
2026-08-25T11:01:41.212+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,94,87,104387,2288,end_turn,328098,1965,2255,3773,ok,,,0.1.0,req-317,resp-365,1,25,330063,9dd33823
2026-08-25T11:05:51.604+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,1,479,106675,787,tool_use,329914,11906,1149,6251,ok,,,0.1.0,req-318,resp-366,0,6,341820,9dd33823
2026-08-25T11:05:57.898+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,452,107462,2130,tool_use,335500,10847,1116,5714,ok,,,0.1.0,req-319,resp-367,0,4,346347,9dd33823
2026-08-25T11:06:03.632+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,4606,109592,3110,tool_use,344735,30958,1072,59339,ok,,,0.1.0,req-320,resp-368,0,5,375693,9dd33823
2026-08-25T11:07:03.051+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,3194,112702,5602,tool_use,365302,180723,1311,35417,ok,,,0.1.0,req-321,resp-369,0,11,546025,9dd33823
2026-08-25T11:07:38.587+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,627,118304,3316,tool_use,375116,23789,1146,7335,ok,,,0.1.0,req-322,resp-370,0,11,398905,9dd33823
2026-08-25T11:07:45.951+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,861,121620,725,tool_use,377686,29513,1567,11895,ok,,,0.1.0,req-323,resp-371,0,4,407199,9dd33823
2026-08-25T11:07:57.865+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,1,1354,122345,1089,tool_use,381772,43699,1147,19716,ok,,,0.1.0,req-324,resp-372,0,5,425471,9dd33823
2026-08-25T11:08:17.646+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,556,123434,1451,tool_use,387090,27667,1301,7302,ok,,,0.1.0,req-325,resp-373,0,4,414757,9dd33823
2026-08-25T11:08:24.970+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,517,124885,631,tool_use,388801,24707,1355,6301,ok,,,0.1.0,req-326,resp-374,0,6,413508,9dd33823
2026-08-25T11:08:31.293+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,4469,125516,592,tool_use,390302,233786,1252,52601,ok,,,0.1.0,req-327,resp-375,0,12,624088,9dd33823
2026-08-25T11:09:23.979+00:00,session-06,,anthropic,claude-opus-5,/v1/messages,true,2,89,126108,4546,tool_use,403911,3650,2971,3582,ok,,,0.1.0,req-328,resp-376,0,8,407561,9dd33823
