timestamp,session_id,agent_id,backend,model,path,stream,input_tokens,output_tokens,cache_read_input_tokens,cache_creation_input_tokens,stop_reason,request_bytes,response_bytes,ttfb_ms,duration_ms,error_status,error_code,error_message,router_version,request_ref,response_ref,queue_ms,store_ms,queue_bytes,request_dict_id
2026-08-24T09:30:32.231+00:00,,,anthropic,,/api/hello,,,,,,,0,0,,323,ok,,,0.1.0,req-01,resp-01,0,3,0,none
2026-08-24T09:30:33.102+00:00,session-03,,anthropic,claude-opus-5,/v1/messages,false,,,,,,311,114,480,481,http_error,429,rate_limit_error: Error,0.1.0,req-08,resp-08,0,2,425,none
2026-08-24T09:39:38.582+00:00,,,anthropic,,/api/hello,,,,,,,0,0,,223,ok,,,0.1.0,req-01,resp-01,0,1,0,none
2026-08-24T09:39:39.180+00:00,session-04,,anthropic,claude-opus-5,/v1/messages,false,,,,,,311,114,399,400,http_error,429,rate_limit_error: Error,0.1.0,req-09,resp-09,0,2,425,none
2026-08-24T09:40:34.317+00:00,session-04,,anthropic,claude-opus-5,/v1/messages,true,2,144,0,64830,tool_use,180964,5492,1460,2994,ok,,,0.1.0,req-10,resp-10,0,7,186456,none
2026-08-24T09:40:34.320+00:00,session-04,,anthropic,claude-opus-5,/v1/messages,true,715,22,0,0,end_turn,2212,1611,2069,3179,ok,,,0.1.0,req-11,resp-11,0,1,3823,none
2026-08-24T09:40:37.881+00:00,session-04,,anthropic,claude-opus-5,/v1/messages,true,2,300,64830,1698,tool_use,185796,11192,997,4065,ok,,,0.1.0,req-12,resp-12,0,5,196988,none
2026-08-24T09:40:41.964+00:00,session-04,,anthropic,claude-opus-5,/v1/messages,true,2,90,66528,473,tool_use,187604,3414,1161,1788,ok,,,0.1.0,req-13,resp-13,0,5,191018,none
2026-08-24T09:40:43.772+00:00,session-04,,anthropic,claude-opus-5,/v1/messages,true,2,298,67001,3961,tool_use,199006,8618,1208,4452,ok,,,0.1.0,req-14,resp-14,0,7,207624,none
2026-08-24T09:40:48.253+00:00,session-04,,anthropic,claude-sonnet-5,/v1/messages,false,,,,,,138545,114,444,447,http_error,429,rate_limit_error: Error,0.1.0,req-15,resp-15,0,4,138659,none
2026-08-24T09:40:49.178+00:00,session-04,,anthropic,claude-sonnet-5,/v1/messages,false,,,,,,138545,114,419,420,http_error,429,rate_limit_error: Error,0.1.0,req-15,resp-16,0,2,138659,none
